center_XX, center_XY, center_YX, center_YY, bounding_box_size_X, bounding_box_size_Y, min_box_size_X, min_box_size_Y, contour_size_X, contour_size_Y, nut_type
381.5, 222.5, 517.8206644300371, 658.3352114520967, 169, 1328.5, 144.0, 1155.5, 113.0, 886.0, 1
331.0, 218.5, 642.7236849162728, 671.5543553754687, 156, 1224.5, 132.0, 1026.0, 115.5, 898.5, 1
343.0, 367.5, 619.7590601723641, 199.14981266111135, 110, 857.5, 90.0, 704.0, 69.5, 539.0, 1
300.0, 363.0, 726.06250224635, 213.87348982691765, 100, 787.5, 81.0, 630.0, 61.0, 470.0, 1
380.0, 360.5, 527.7955148834735, 220.941202968359, 110, 857.5, 90.0, 704.0, 68.0, 542.5, 1
257.5, 360.5, 831.2182013411075, 222.2525382898748, 121, 962.5, 109.00000322819778, 790.0, 74.0, 565.0, 1
322.5, 341.0, 669.3339181132615, 283.36467177048326, 110, 880.0, 90.0, 725.0, 70.0, 560.5, 1
366.5, 337.5, 560.1906882878393, 293.9873950816691, 121, 962.5, 100.0, 800.0, 76.0, 599.5, 1
273.0, 335.0, 791.6693017445505, 302.9123872295022, 120, 931.0, 99.0, 765.0, 84.5, 654.0, 1
241.5, 334.5, 869.6695990208536, 304.83440681919456, 121, 962.5, 100.0, 800.0, 79.5, 633.5, 1
327.5, 323.5, 656.1555452179164, 338.77981562539935, 121, 962.5, 100.0, 784.0, 82.5, 651.5, 1
295.5, 324.0, 735.4396609216928, 337.53754944726825, 132, 1026.0, 110.0, 857.5, 86.5, 679.5, 1
363.5, 314.0, 566.5555236116052, 368.506006103009, 110, 864.0, 90.0, 710.5, 71.5, 567.0, 1
386.5, 313.5, 509.56368691287935, 369.8446152843535, 121, 945.0, 100.0, 784.0, 74.0, 587.0, 1
258.5, 312.5, 826.5640742797405, 374.3844650425017, 121, 932.0, 100.0, 759.5, 82.5, 632.5, 1
232.0, 307.5, 891.975658936426, 390.51633244752884, 132, 1035.5, 110.0, 866.5, 74.5, 581.5, 1
314.5, 300.0, 687.289579436183, 413.4054744280875, 132, 1045.0, 110.0, 875.0, 85.0, 679.5, 1
266.5, 290.0, 805.7281493023038, 445.61568534746766, 132, 1045.0, 110.0, 875.0, 93.0, 747.5, 1
232.0, 285.5, 890.9777723159641, 460.24837189912796, 132, 1050.0, 110.0, 866.5, 93.5, 736.5, 1
382.0, 284.5, 519.3944304157048, 461.8122933357954, 132, 1050.0, 110.0, 880.0, 77.5, 611.5, 1
329.5, 285.0, 649.4554038532078, 460.78947510942817, 132, 1026.0, 110.0, 845.5, 85.0, 662.5, 1
359.5, 284.5, 575.1251279283315, 462.0531508438289, 143, 1127.5, 120.0, 931.0, 93.0, 728.5, 1
281.5, 270.0, 767.6671813055873, 508.8478768132627, 132, 1045.0, 110.0, 862.5, 92.5, 726.0, 1
336.0, 265.0, 632.448254916817, 524.1126571893692, 144, 1140.0, 121.0, 962.5, 93.5, 738.5, 1
249.0, 259.0, 847.6681344024837, 544.061801828444, 144, 1136.0, 121.0, 945.0, 95.0, 741.0, 1
300.0, 251.5, 721.0050314199179, 567.2881443202496, 156, 1230.0, 132.0, 1045.0, 100.5, 785.5, 1
315.0, 334.0, 687.5933079048991, 305.6324247047305, 64, 520.0, 49.0, 385.0, 44.0, 338.0, 0
257.5, 320.0, 829.3811827898026, 350.622883643955, 72, 572.0, 56.0, 440.0, 45.0, 348.5, 0
350.5, 317.0, 598.8915576227009, 359.1362537480891, 72, 562.5, 56.0, 429.0, 44.0, 339.5, 0
297.5, 315.0, 730.0775947980583, 366.0428833030164, 72, 562.5, 56.0, 440.0, 43.5, 346.0, 0
329.5, 307.0, 650.4532904736698, 391.05743565782905, 72, 550.0, 56.0, 440.0, 40.5, 320.5, 0
272.5, 298.0, 791.2294978275895, 420.19435142353177, 72, 562.5, 56.0, 440.0, 46.0, 362.0, 0
248.5, 293.5, 850.471462002024, 434.71463780477643, 81, 627.0, 64.0, 510.0, 52.0, 412.0, 0
341.5, 287.0, 619.8230821453035, 454.32174145802855, 72, 574.0, 56.0, 450.5, 44.0, 345.5, 0
293.5, 285.5, 738.6471991147846, 459.59002804383636, 81, 616.0, 64.0, 487.5, 50.5, 391.5, 0
240.5, 266.5, 869.0621420834213, 520.3805062659085, 81, 630.0, 64.0, 500.0, 53.0, 414.5, 0
352.5, 254.5, 591.1028126720339, 557.2172289974988, 81, 641.5, 64.0, 500.0, 58.0, 455.0, 0
279.5, 255.0, 771.9406438432634, 556.4138587228954, 90, 704.0, 72.0, 565.5, 59.5, 475.5, 0
300.5, 364.0, 724.8694007843733, 210.69849928095937, 72, 574.0, 56.0, 429.0, 41.0, 323.0, 0
322.5, 357.0, 670.0596538372338, 232.65046126022935, 72, 574.0, 56.0, 440.0, 48.0, 378.0, 0
263.5, 349.0, 815.8350594528019, 258.63914842531085, 72, 574.0, 56.0, 440.0, 45.5, 351.0, 0
349.0, 344.0, 603.8316164910793, 273.57208067923784, 48, 370.5, 35.0, 272.0, 24.0, 175.0, 0
301.5, 334.0, 721.0317264124751, 305.7769392095506, 72, 550.0, 56.0, 429.0, 38.0, 293.5, 0
332.0, 328.5, 645.2361981291324, 322.8834533393383, 72, 565.5, 56.0, 455.0, 41.5, 338.5, 0
257.5, 319.0, 829.3358243070543, 353.79252180084586, 72, 550.0, 56.0, 440.0, 45.0, 352.0, 0
351.0, 317.0, 597.6530976779759, 359.13090135902166, 64, 500.0, 49.0, 374.0, 43.0, 330.5, 0
282.5, 313.5, 767.163355415687, 370.95791221037507, 81, 652.5, 65.00000029709554, 480.5, 42.5, 332.5, 0
310.5, 305.0, 697.4240514077246, 397.6001027561724, 72, 572.0, 56.0, 440.0, 48.0, 374.5, 0
254.5, 292.0, 835.5419049412012, 439.4048663713038, 72, 572.0, 56.0, 448.5, 40.5, 322.0, 0
328.5, 289.5, 652.1364369150251, 446.5368081815541, 81, 630.0, 64.0, 500.0, 51.0, 398.0, 0
309.5, 328.0, 700.9442164003849, 324.70912992581725, 72, 574.0, 56.0, 429.0, 49.5, 384.0, 0
331.5, 325.0, 646.3159033842385, 333.98253927752376, 72, 562.5, 56.0, 440.0, 45.5, 356.0, 0
326.5, 308.0, 657.9294086247683, 387.91991183534265, 72, 562.5, 56.0, 429.0, 46.5, 363.0, 0
261.5, 308.5, 818.9518806803972, 387.0309033356607, 81, 638.0, 64.0, 507.0, 48.5, 378.0, 0
294.5, 306.5, 737.1228073630482, 393.0169219709933, 63, 517.5, 48.0, 380.0, 43.0, 340.5, 0
352.5, 287.0, 592.5769633613527, 454.2039888985455, 72, 550.0, 56.0, 429.0, 45.5, 354.5, 0
293.5, 286.5, 738.6925575975329, 456.4203898869455, 81, 630.0, 64.0, 487.5, 55.0, 426.0, 0
265.0, 282.5, 809.1033405158669, 469.4040286913514, 90, 700.0, 72.0, 562.5, 57.0, 441.5, 0
299.5, 275.0, 723.3094157092273, 492.80700002238154, 72, 562.5, 56.0, 440.0, 50.5, 398.0, 0
234.0, 275.5, 885.5703477095813, 491.923343911767, 90, 725.0, 72.0, 585.0, 53.5, 428.0, 0
331.5, 270.5, 643.8438660744578, 506.7278188280761, 81, 641.5, 64.0, 510.5, 57.5, 448.0, 0
318.5, 253.0, 675.250051189214, 562.335648689419, 90, 720.0, 72.0, 580.0, 59.0, 471.0, 0
313.0, 355.0, 693.4996758215129, 239.0914329662919, 64, 500.0, 44.283180976791755, 347.5, 27.0, 220.0, 0
359.5, 345.0, 577.8693161346018, 270.29004235193133, 72, 574.0, 56.0, 439.0, 41.0, 322.0, 0
279.5, 342.0, 775.8868318423629, 280.65533907338977, 72, 574.0, 56.0, 429.0, 46.0, 358.0, 0
309.5, 328.0, 700.9442164003849, 324.70912992581725, 72, 574.0, 56.0, 429.0, 50.5, 390.0, 0
331.5, 325.0, 646.3159033842385, 333.98253927752376, 72, 562.5, 56.0, 440.0, 45.0, 353.0, 0
370.5, 323.0, 549.6253107301891, 339.9043292440474, 72, 550.0, 56.0, 429.0, 42.5, 335.5, 0
284.5, 321.5, 762.572383498773, 345.5793973989785, 63, 484.0, 48.0, 370.5, 39.5, 317.0, 0
327.5, 309.5, 655.5205264594406, 383.1547498218715, 81, 638.0, 64.0, 487.5, 48.0, 371.0, 0
293.5, 308.5, 739.6904442179948, 386.68835043534636, 81, 630.0, 64.0, 487.5, 50.5, 395.0, 0
257.5, 306.0, 828.7461640313268, 394.99781784042716, 72, 562.5, 56.0, 440.0, 46.0, 349.0, 0
342.5, 289.0, 617.43687922135, 447.971760366112, 72, 550.0, 56.0, 440.0, 51.0, 401.0, 0
296.5, 286.5, 731.2617979291826, 456.388275552541, 81, 630.0, 64.0, 500.0, 50.5, 390.5, 0
298.0, 373.0, 731.4699268527329, 182.1985178142786, 64, 500.0, 49.0, 385.0, 39.0, 308.5, 0
267.0, 358.0, 807.5740661844611, 230.07493828982115, 64, 500.0, 49.0, 385.0, 39.5, 305.0, 0
313.0, 355.0, 693.4996758215129, 239.0914329662919, 64, 500.0, 49.0, 385.0, 39.0, 308.5, 0
337.5, 351.5, 632.6563838403672, 249.9228994511068, 63, 495.0, 48.0, 371.0, 38.0, 302.0, 0
279.5, 342.0, 775.8868318423629, 280.65533907338977, 72, 574.0, 56.0, 429.0, 46.0, 356.5, 0
309.5, 328.0, 700.9442164003849, 324.70912992581725, 72, 574.0, 56.0, 429.0, 50.0, 388.5, 0
331.5, 325.0, 646.3159033842385, 333.98253927752376, 72, 562.5, 56.0, 440.0, 47.0, 368.0, 0
229.5, 323.0, 898.8710151426494, 341.4137029610574, 72, 585.0, 56.0, 448.5, 44.0, 339.5, 0
284.5, 321.5, 762.572383498773, 345.5793973989785, 63, 484.0, 48.0, 370.5, 40.0, 318.5, 0
327.5, 309.5, 655.5205264594406, 383.1547498218715, 81, 638.0, 64.0, 487.5, 50.0, 387.5, 0
294.0, 308.5, 738.4519842732698, 386.68299804627895, 90, 700.0, 72.0, 550.0, 54.5, 433.5, 0
257.5, 306.0, 828.7461640313268, 394.99781784042716, 72, 562.5, 56.0, 440.0, 47.0, 356.5, 0
